tipo_jornada;formacion;periodo;total
Jornada a tiempo completo;Educación superior;2017;2633,87
Jornada a tiempo completo;Educación superior;2016;2618,66
Jornada a tiempo completo;Educación superior;2015;2655,76
Jornada a tiempo completo;Educación superior;2014;2645,88
Jornada a tiempo completo;Educación superior;2022;876,25
Jornada a tiempo completo;Educación superior;2021;792,93
Jornada a tiempo completo;Educación superior;2020;729,19
Jornada a tiempo completo;Educación superior;2019;741,85
Jornada a tiempo completo;Educación superior;2018;673,92
Jornada a tiempo completo;Educación superior;2017;647,86
Jornada a tiempo completo;Educación superior;2016;640,72
Jornada a tiempo completo;Educación superior;2015;631,32
Jornada a tiempo completo;Educación superior;2014;578,76
Jornada a tiempo completo;Educación superior;2022;1157,15
Jornada a tiempo completo;Educación superior;2021;1061,25
Jornada a tiempo completo;Educación superior;2020;1031,32
Jornada a tiempo completo;Educación superior;2019;1024,08
Jornada a tiempo completo;Educación superior;2018;921,05
Jornada a tiempo completo;Educación superior;2017;883,26
Jornada a tiempo completo;Educación superior;2016;882,17
Jornada a tiempo completo;Educación superior;2015;850,95
Jornada a tiempo completo;Educación superior;2014;835,74
Jornada a tiempo completo;Educación superior;2022;1350,71
Jornada a tiempo completo;Educación superior;2021;1270,37
Jornada a tiempo completo;Educación superior;2020;1240,35
Jornada a tiempo completo;Educación superior;2019;1220,42
Jornada a tiempo completo;Educación superior;2018;1160,87
Jornada a tiempo completo;Educación superior;2017;1123,47
Jornada a tiempo completo;Educación superior;2016;1123,21
Jornada a tiempo completo;Educación superior;2015;1101,27
Jornada a tiempo completo;Educación superior;2014;1101,2
Jornada a tiempo completo;Educación superior;2022;1532,05
Jornada a tiempo completo;Educación superior;2021;1461,85
Jornada a tiempo completo;Educación superior;2020;1420,84
Jornada a tiempo completo;Educación superior;2019;1421,17
Jornada a tiempo completo;Educación superior;2018;1355,57
Jornada a tiempo completo;Educación superior;2017;1324,61
Jornada a tiempo completo;Educación superior;2016;1321,66
Jornada a tiempo completo;Educación superior;2015;1306,82
Jornada a tiempo completo;Educación superior;2014;1314,88
Jornada a tiempo completo;Educación superior;2022;1717,49
Jornada a tiempo completo;Educación superior;2021;1658,87
Jornada a tiempo completo;Educación superior;2020;1611,76
Jornada a tiempo completo;Educación superior;2019;1593,2
Jornada a tiempo completo;Educación superior;2018;1547,46
Jornada a tiempo completo;Educación superior;2017;1496,58
Jornada a tiempo completo;Educación superior;2016;1500,71
Jornada a tiempo completo;Educación superior;2015;1500,41
Jornada a tiempo completo;Educación superior;2014;1506,23
Jornada a tiempo completo;Educación superior;2022;1928,82
Jornada a tiempo completo;Educación superior;2021;1879,3
Jornada a tiempo completo;Educación superior;2020;1821,36
Jornada a tiempo completo;Educación superior;2019;1797,12
Jornada a tiempo completo;Educación superior;2018;1755,9
Jornada a tiempo completo;Educación superior;2017;1704,43
Jornada a tiempo completo;Educación superior;2016;1710,3
Jornada a tiempo completo;Educación superior;2015;1709,8
Jornada a tiempo completo;Educación superior;2014;1724,26
Jornada a tiempo completo;Educación superior;2022;2202,97
Jornada a tiempo completo;Educación superior;2021;2174,6
Jornada a tiempo completo;Educación superior;2020;2115,49
Jornada a tiempo completo;Educación superior;2019;2064,53
Jornada a tiempo completo;Educación superior;2018;2021,22
Jornada a tiempo completo;Educación superior;2017;1977,27
Jornada a tiempo completo;Educación superior;2016;1975,55
Jornada a tiempo completo;Educación superior;2015;1967,8
Jornada a tiempo completo;Educación superior;2014;2006,14
Jornada a tiempo completo;Educación superior;2022;2617,48
Jornada a tiempo completo;Educación superior;2021;2591,19
Jornada a tiempo completo;Educación superior;2020;2556,06
Jornada a tiempo completo;Educación superior;2019;2459,54
Jornada a tiempo completo;Educación superior;2018;2428,07
Jornada a tiempo completo;Educación superior;2017;2374,5
Jornada a tiempo completo;Educación superior;2016;2363,58
Jornada a tiempo completo;Educación superior;2015;2375,44
Jornada a tiempo completo;Educación superior;2014;2400,59
Jornada a tiempo completo;Educación superior;2022;3193,3
Jornada a tiempo completo;Educación superior;2021;3158,24
Jornada a tiempo completo;Educación superior;2020;3166,11
Jornada a tiempo completo;Educación superior;2019;3039,69
Jornada a tiempo completo;Educación superior;2018;3014,93
Jornada a tiempo completo;Educación superior;2017;2966,4
Jornada a tiempo completo;Educación superior;2016;2934,09
Jornada a tiempo completo;Educación superior;2015;2977,59
Jornada a tiempo completo;Educación superior;2014;2958,28
Jornada a tiempo completo;Educación superior;2022;5098,77
Jornada a tiempo completo;Educación superior;2021;5171,19
Jornada a tiempo completo;Educación superior;2020;5013,05
Jornada a tiempo completo;Educación superior;2019;4788,74
Jornada a tiempo completo;Educación superior;2018;4872,3
Jornada a tiempo completo;Educación superior;2017;4685,86
Jornada a tiempo completo;Educación superior;2016;4629,32
Jornada a tiempo completo;Educación superior;2015;4861,46
Jornada a tiempo completo;Educación superior;2014;4693,19
Jornada a tiempo parcial;Z Analfabetos;2022;786,47
Jornada a tiempo parcial;Z Analfabetos;2021;677,22
Jornada a tiempo parcial;Z Analfabetos;2020;572,99
Jornada a tiempo parcial;Z Analfabetos;2019;808,31
Jornada a tiempo parcial;Z Analfabetos;2018;621,57
Jornada a tiempo parcial;Z Analfabetos;2017;500,72
Jornada a tiempo parcial;Z Analfabetos;2016;623,55
Jornada a tiempo parcial;Z Analfabetos;2015;754,2
Jornada a tiempo parcial;Z Analfabetos;2014;708,17
Jornada a tiempo parcial;Z Analfabetos;2022;646,24
Jornada a tiempo parcial;Z Analfabetos;2021;509,48
Jornada a tiempo parcial;Z Analfabetos;2020;572,99
Jornada a tiempo parcial;Z Analfabetos;2019;509,18
Jornada a tiempo parcial;Z Analfabetos;2018;517,44
Jornada a tiempo parcial;Z Analfabetos;2017;398,1
Jornada a tiempo parcial;Z Analfabetos;2016;244,03
Jornada a tiempo parcial;Z Analfabetos;2015;325,26
Jornada a tiempo parcial;Z Analfabetos;2014;498,43
Jornada a tiempo parcial;Z Analfabetos;2022;1020,91
Jornada a tiempo parcial;Z Analfabetos;2021;927,68
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;..
Jornada a tiempo parcial;Z Analfabetos;2018;921,75
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;864,68
Jornada a tiempo parcial;Z Analfabetos;2015;839,71
Jornada a tiempo parcial;Z Analfabetos;2014;885,66
Jornada a tiempo parcial;Z Analfabetos;2022;..
Jornada a tiempo parcial;Z Analfabetos;2021;1178,37
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;1206,17
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;..
Jornada a tiempo parcial;Z Analfabetos;2015;..
Jornada a tiempo parcial;Z Analfabetos;2014;..
Jornada a tiempo parcial;Z Analfabetos;2022;1458,38
Jornada a tiempo parcial;Z Analfabetos;2021;..
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;1503
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;1402,14
Jornada a tiempo parcial;Z Analfabetos;2015;1248
Jornada a tiempo parcial;Z Analfabetos;2014;1249,76
Jornada a tiempo parcial;Z Analfabetos;2022;..
Jornada a tiempo parcial;Z Analfabetos;2021;..
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;..
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;1499,15
Jornada a tiempo parcial;Z Analfabetos;2016;..
Jornada a tiempo parcial;Z Analfabetos;2015;..
Jornada a tiempo parcial;Z Analfabetos;2014;..
Jornada a tiempo parcial;Z Analfabetos;2022;..
Jornada a tiempo parcial;Z Analfabetos;2021;..
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;..
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;..
Jornada a tiempo parcial;Z Analfabetos;2015;..
Jornada a tiempo parcial;Z Analfabetos;2014;..
Jornada a tiempo parcial;Z Analfabetos;2022;..
Jornada a tiempo parcial;Z Analfabetos;2021;..
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;..
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;..
Jornada a tiempo parcial;Z Analfabetos;2015;..
Jornada a tiempo parcial;Z Analfabetos;2014;..
Jornada a tiempo parcial;Z Analfabetos;2022;..
Jornada a tiempo parcial;Z Analfabetos;2021;..
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;..
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;..
Jornada a tiempo parcial;Z Analfabetos;2015;..
Jornada a tiempo parcial;Z Analfabetos;2014;..
Jornada a tiempo parcial;Z Analfabetos;2022;..
Jornada a tiempo parcial;Z Analfabetos;2021;..
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;..
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;..
Jornada a tiempo parcial;Z Analfabetos;2015;..
Jornada a tiempo parcial;Z Analfabetos;2014;..
Jornada a tiempo parcial;Z Analfabetos;2022;..
Jornada a tiempo parcial;Z Analfabetos;2021;..
Jornada a tiempo parcial;Z Analfabetos;2020;..
Jornada a tiempo parcial;Z Analfabetos;2019;..
Jornada a tiempo parcial;Z Analfabetos;2018;..
Jornada a tiempo parcial;Z Analfabetos;2017;..
Jornada a tiempo parcial;Z Analfabetos;2016;..
Jornada a tiempo parcial;Z Analfabetos;2015;..
Jornada a tiempo parcial;Z Analfabetos;2014;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;746,07
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;716,7
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;543,13
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;576,77
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;542,84
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;530,44
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;657,19
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;552,14
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;486,03
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;612,39
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;553,73
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;446,57
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;460,04
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;390,44
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;404,4
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;437,78
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;327,54
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;399,2
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;1091,46
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;985,75
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;1058,85
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;904,32
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;811,13
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;905,38
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;812,02
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;816,18
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;771,52
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;1297,05
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;1145,1
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;1156,71
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;1086,78
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;1070,94
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;1067,74
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;1064,44
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;1579,2
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;1441,14
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;1279,97
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;1306
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;1318,35
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;1316,7
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;1412,75
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2022;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2021;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2020;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2019;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2018;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2017;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2016;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2015;..
Jornada a tiempo parcial;11 Estudios primarios incompletos;2014;..
Jornada a tiempo parcial;B Educación primaria;2022;742,29
Jornada a tiempo parcial;B Educación primaria;2021;674,81
Jornada a tiempo parcial;B Educación primaria;2020;628,39
Jornada a tiempo parcial;B Educación primaria;2019;668,07
Jornada a tiempo parcial;B Educación primaria;2018;594,7
Jornada a tiempo parcial;B Educación primaria;2017;577,09
Jornada a tiempo parcial;B Educación primaria;2016;573,11
Jornada a tiempo parcial;B Educación primaria;2015;485,93
Jornada a tiempo parcial;B Educación primaria;2014;554,1
Jornada a tiempo parcial;B Educación primaria;2022;589,57
Jornada a tiempo parcial;B Educación primaria;2021;511,94
Jornada a tiempo parcial;B Educación primaria;2020;456,94
Jornada a tiempo parcial;B Educación primaria;2019;496,04
Jornada a tiempo parcial;B Educación primaria;2018;445,89
Jornada a tiempo parcial;B Educación primaria;2017;413,88
Jornada a tiempo parcial;B Educación primaria;2016;419,15
Jornada a tiempo parcial;B Educación primaria;2015;372,53
Jornada a tiempo parcial;B Educación primaria;2014;383,27
Jornada a tiempo parcial;B Educación primaria;2022;1080,58
Jornada a tiempo parcial;B Educación primaria;2021;1008,38
Jornada a tiempo parcial;B Educación primaria;2020;945,4
Jornada a tiempo parcial;B Educación primaria;2019;919,42
Jornada a tiempo parcial;B Educación primaria;2018;881,61
Jornada a tiempo parcial;B Educación primaria;2017;837,48
Jornada a tiempo parcial;B Educación primaria;2016;817,07
Jornada a tiempo parcial;B Educación primaria;2015;791,14
Jornada a tiempo parcial;B Educación primaria;2014;802,1
Jornada a tiempo parcial;B Educación primaria;2022;1379,42
Jornada a tiempo parcial;B Educación primaria;2021;1272,35
Jornada a tiempo parcial;B Educación primaria;2020;1234,66
Jornada a tiempo parcial;B Educación primaria;2019;1258,6
Jornada a tiempo parcial;B Educación primaria;2018;1159,92
Jornada a tiempo parcial;B Educación primaria;2017;1090,86
Jornada a tiempo parcial;B Educación primaria;2016;1148,93
Jornada a tiempo parcial;B Educación primaria;2015;1078,68
Jornada a tiempo parcial;B Educación primaria;2014;1046,23
Jornada a tiempo parcial;B Educación primaria;2022;1515,47
Jornada a tiempo parcial;B Educación primaria;2021;1508,84
Jornada a tiempo parcial;B Educación primaria;2020;1438,05
Jornada a tiempo parcial;B Educación primaria;2019;1432,5
Jornada a tiempo parcial;B Educación primaria;2018;1324,96
Jornada a tiempo parcial;B Educación primaria;2017;1335,26
Jornada a tiempo parcial;B Educación primaria;2016;1309,18
Jornada a tiempo parcial;B Educación primaria;2015;1315,09
Jornada a tiempo parcial;B Educación primaria;2014;1339,83
Jornada a tiempo parcial;B Educación primaria;2022;..
Jornada a tiempo parcial;B Educación primaria;2021;..
Jornada a tiempo parcial;B Educación primaria;2020;1531,59
Jornada a tiempo parcial;B Educación primaria;2019;1508,46
Jornada a tiempo parcial;B Educación primaria;2018;1467,54
Jornada a tiempo parcial;B Educación primaria;2017;1416,62
Jornada a tiempo parcial;B Educación primaria;2016;1412,75
Jornada a tiempo parcial;B Educación primaria;2015;..
Jornada a tiempo parcial;B Educación primaria;2014;1458,97
Jornada a tiempo parcial;B Educación primaria;2022;..
Jornada a tiempo parcial;B Educación primaria;2021;..
Jornada a tiempo parcial;B Educación primaria;2020;..
Jornada a tiempo parcial;B Educación primaria;2019;..
Jornada a tiempo parcial;B Educación primaria;2018;..
Jornada a tiempo parcial;B Educación primaria;2017;..
Jornada a tiempo parcial;B Educación primaria;2016;1817,6
Jornada a tiempo parcial;B Educación primaria;2015;..
Jornada a tiempo parcial;B Educación primaria;2014;..
Jornada a tiempo parcial;B Educación primaria;2022;..
Jornada a tiempo parcial;B Educación primaria;2021;..
Jornada a tiempo parcial;B Educación primaria;2020;..
Jornada a tiempo parcial;B Educación primaria;2019;..
Jornada a tiempo parcial;B Educación primaria;2018;..
Jornada a tiempo parcial;B Educación primaria;2017;..
Jornada a tiempo parcial;B Educación primaria;2016;..
Jornada a tiempo parcial;B Educación primaria;2015;1976,51
Jornada a tiempo parcial;B Educación primaria;2014;..
Jornada a tiempo parcial;B Educación primaria;2022;..
Jornada a tiempo parcial;B Educación primaria;2021;2533,27
Jornada a tiempo parcial;B Educación primaria;2020;..
Jornada a tiempo parcial;B Educación primaria;2019;..
Jornada a tiempo parcial;B Educación primaria;2018;..
Jornada a tiempo parcial;B Educación primaria;2017;..
Jornada a tiempo parcial;B Educación primaria;2016;..
Jornada a tiempo parcial;B Educación primaria;2015;..
Jornada a tiempo parcial;B Educación primaria;2014;..
Jornada a tiempo parcial;B Educación primaria;2022;..
Jornada a tiempo parcial;B Educación primaria;2021;..
Jornada a tiempo parcial;B Educación primaria;2020;..
Jornada a tiempo parcial;B Educación primaria;2019;..
Jornada a tiempo parcial;B Educación primaria;2018;..
Jornada a tiempo parcial;B Educación primaria;2017;..
Jornada a tiempo parcial;B Educación primaria;2016;..
Jornada a tiempo parcial;B Educación primaria;2015;..
Jornada a tiempo parcial;B Educación primaria;2014;..
Jornada a tiempo parcial;B Educación primaria;2022;..
Jornada a tiempo parcial;B Educación primaria;2021;..
Jornada a tiempo parcial;B Educación primaria;2020;..
Jornada a tiempo parcial;B Educación primaria;2019;..
Jornada a tiempo parcial;B Educación primaria;2018;..
Jornada a tiempo parcial;B Educación primaria;2017;..
Jornada a tiempo parcial;B Educación primaria;2016;..
Jornada a tiempo parcial;B Educación primaria;2015;..
Jornada a tiempo parcial;B Educación primaria;2014;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;754,19
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;722,4
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;650,07
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;694,57
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;648,66
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;634,29
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;630,82
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;609,91
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;588,24
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;578,69
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;545,58
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;491,91
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;511,49
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;462,62
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;449,76
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;440,93
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;403,46
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;402,78
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;1083,55
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;984,14
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;955,35
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;951,03
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;869,31
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;838,74
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;830
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;792,93
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;785,01
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;1357,91
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;1281
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;1231,48
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;1230,99
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;1135,04
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;1110,52
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;1091,01
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;1092,87
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;1057,47
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;1512,68
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;1439,82
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;1418,5
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;1415,37
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;1345,03
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;1330,95
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;1328,17
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;1298,61
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;1310,62
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;1722,8
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;1669,31
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;1602,4
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;1599,14
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;1533,79
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;1455,99
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;1504,69
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;1515,94
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;1496,42
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;1913,87
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;1808,93
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;1774,26
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;1869,72
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;1700,02
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;1601,55
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;1672,85
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;1666,07
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;2010,1
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;2015,9
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2018;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2017;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2016;1826,39
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2015;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2014;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2022;2493,71
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2021;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2020;..
Jornada a tiempo parcial;Primera etapa de educación secundaria y similar;2019;..
